id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_id,relator_id_parlametria,id_leggo,status
136417,PDL,202,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações.",2019-04-23T00:00:00Z,senado,senado,Fabiano Contarato REDE / ES,NA,NA,Ordinária,Plenário,5748,25748,2d8e49e60313f657cf1870f22524cb41,Ativa
140895,PDL,67,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, a Portaria nº 50, de 21 de janeiro de 2016, do Ministério da Justiça/Fundação Nacional do Índio, e a Portaria nº 17, de 9 de janeiro de 2019, do Ministério da Mulher, da Família e dos Direitos Humanos/Fundação Nacional do Índio/Diretoria de Proteção Territorial.",2020-03-04T00:00:00Z,senado,senado,Zequinha Marinho PSC / PA,NA,NA,Ordinária,Plenário,6027,26027,60211d690442e4790271643cd0ad3dc2,Ativa
135165,PDL,25,"Exclui da Área Indígena WAIMIRIATROARI o leito da BR 174, no Estado de Roraima.",2019-02-11T00:00:00Z,senado,senado,Mecias de Jesus REPUBLICANOS / RR,NA,NA,Ordinária,Plenário,5535,25535,6ca119cd90139946049c113136bef565,Ativa
135175,PDL,28,"Exclui da Terra Indígena São Marcos a área urbana da sede do Município de Pacaraima, no Estado de Roraima.",2019-02-11T00:00:00Z,senado,senado,Mecias de Jesus REPUBLICANOS / RR,NA,NA,Ordinária,Plenário,5535,25535,ec75a878c8970556016a4e31e2345057,Ativa
2206105,PDL,378,"Susta os efeitos do Decreto nº 9.805, de 28 de maio de 2019, que ""Altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama. ",2019-06-03T15:26:00Z,camara,camara,José Guimarães,CE,PT,Ordinária,Plenário,NA,NA,1a1991f77234dbae849873b31df0919d,Ativa
2194820,PDL,71,"Susta os efeitos do Decreto do Presidente da República, de 19 de abril de 2007, sem número, que homologa a demarcação administrativa da Terra Indígena Apyterewa, localizada no Município de São Félix do Xingu, no Estado do Pará. ",2019-03-20T17:02:00Z,camara,camara,Paulo Bengtson,PA,PTB,Indefinido,Plenário,NA,NA,afb2c0b14ca5f287a443e576c1ae25a8,Ativa
2218177,PDL,596,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que ""Altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações"". ",2019-09-03T10:07:00Z,camara,camara,José Guimarães,CE,PT,Indefinido,Indefinido,NA,NA,967b8a10cd3d6916f3c4c1e79c169c30,Ativa
2231711,PDL,719,"Susta a aplicação do Decreto n° 10.140, de 28 de novembro de 2019, que ""Altera o Decreto nº 8.505, de 20 de agosto de 2015, que dispõe sobre o Programa Áreas Protegidas da Amazônia - ARPA"". ",2019-12-03T17:52:00Z,camara,camara,Airton Faleiro,PA,PT,Ordinária,Plenário,NA,NA,ea2f2a742e6a30b9ef3476eb883cee96,Ativa
2205527,PDL,344,"Susta parcialmente o Decreto nº 275, de 27 de outubro de 1991, para excluir o assentamento Nova Floresta da área demarcada como reserva indígena Uru-eu-wau-wau, localizada no Estado de Rondônia. ",2019-05-29T16:53:00Z,camara,camara,Mauro Nazif,RO,PSB,Indefinido,Plenário,NA,NA,ec5b4e053246060881812586d25755ad,Ativa
2263650,PDL,423,"Susta os efeitos do item ""B, do Plano 3.4"", da Portaria no 354, de 29 de setembro de 2020 do Ministério de Minas e Energia, que aprova o Programa Mineração e Desenvolvimento - PMD. ",2020-10-01T10:30:00Z,camara,camara,Joenia Wapichana,RR,REDE,Indefinido,Indefinido,NA,NA,b6f8ea6fded600805318c386a51d2c72,Ativa
2263735,PDL,432,"Susta os efeitos da Portaria nº 524, de 1º de outubro de 2020, que institui, no âmbito do Ministério do Meio Ambiente e entidades vinculadas, grupo de trabalho para análise de sinergias e ganhos de eficiência em caso de fusão entre o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama e o Instituto Chico Mendes de Conservação da Biodiversidade - Instituto Chico Mendes. ",2020-10-02T11:21:00Z,camara,camara,André Figueiredo,CE,PDT,Indefinido,Indefinido,NA,NA,f384236c5aaab0662af3fa08076c3069,Ativa
2266103,PDL,519,"Susta a Portaria Conjunta nº 1, da Secretaria Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento e do Instituto Nacional de Colonização e Reforma Agrária (INCRA), de 2 de dezembro de 2020, que “Institui o Programa Titula Brasil e dispõe sobre seus objetivos e forma de implementação”. ",2020-12-04T16:58:00Z,camara,camara,Alessandro Molon,RJ,PSB,Indefinido,Indefinido,NA,NA,f5c69f40da5fbc0034542cd58d106732,Ativa
2266108,PDL,520,"Susta os efeitos da Portaria Conjunta nº 1, de 2 de dezembro de 2020 que “Institui o Programa Titula Brasil e dispõe sobre seus objetivos e forma de implementação”. ",2020-12-04T17:37:00Z,camara,camara,Carlos Veras+Célio Moura+Enio Verri+Frei Anastacio Ribeiro+João Daniel+José Guimarães+Marcon+Nilto Tatto+Padre João+Patrus Ananias+Paulão+Paulo Teixeira+Pedro Uczai+Rogério Correia+Valmir Assunção,PE+TO+PR+PB+SE+CE+RS+SP+MG+MG+AL+SP+SC+MG+BA,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Indefinido,Indefinido,NA,NA,de9fccd50224c440863cba4f5acb4e6e,Ativa
2259427,PDL,356,"Susta os efeitos da Portaria nº 341, de 30 de julho de 2020, do Ministro de Estado do Meio Ambiente, que aprova o Regimento Interno da Comissão Executiva para Controle do Desmatamento Ilegal e Recuperação da Vegetação Nativa - CONAVEG, instituída pelo Decreto nº 10.142, de 28 de novembro de 2019. ",2020-08-05T13:49:00Z,camara,camara,José Guimarães,CE,PT,Indefinido,Indefinido,NA,NA,6451fa03d28215f7c2f0022958ce052a,Ativa
2231622,PDL,718,"Susta a Portaria Interministerial Mdic - MMA nº 79, de 29 de dezembro de 2017, que ""Revoga a Instrução Normativa IBAMA nº 129, de 30 de outubro de 2006"". ",2019-12-03T15:18:00Z,camara,camara,Raimundo Costa,BA,PL,Ordinária,Plenário,NA,NA,fe86593bbebdfc98a2af57e3b243b334,Ativa
2263777,PDL,439,"Susta as decisões da Reunião Ordinária n° 135 do Conselho Nacional do Meio Ambiente (CONAMA), que alterou a Resolução Conama n.º 264/1999, e revogou as Resoluções Conama n.ºs 284/2001, 302/2002 e 303/2002. ",2020-10-05T13:13:00Z,camara,camara,Bira do Pindaré+Camilo Capiberibe+Carlos Veras+Célio Studart+Danilo Cabral+Edmilson Rodrigues+Enio Verri+Erika Kokay+Frei Anastacio Ribeiro+Gonzaga Patriota+João H. Campos+Joenia Wapichana+Jorge Solla+Júlio Delgado+Luiza Erundina+Marcelo Freixo+Nilto Tatto+Patrus Ananias+Paulo Teixeira+Professor Israel Batista+Professora Rosa Neide+Rafael Motta+Reginaldo Lopes+Rodrigo Agostinho+Sâmia Bomfim+Tadeu Alencar+Ted Conti+Túlio Gadêlha+Vilson da Fetaemg,MA+AP+PE+CE+PE+PA+PR+DF+PB+PE+PE+RR+BA+MG+SP+RJ+SP+MG+SP+DF+MT+RN+MG+SP+SP+PE+ES+PE+MG,PSB+PSB+PT+PV+PSB+PSOL+PT+PT+PT+PSB+PSB+REDE+PT+PSB+PSOL+PSOL+PT+PT+PT+PV+PT+PSB+PT+PSB+PSOL+PSB+PSB+PDT+PSB,Indefinido,Indefinido,NA,NA,a4ff6977f787ecab1deacc52fa2e9bba,Ativa
2236840,PDL,32,"Susta os efeitos do Decreto n.º 10.224, de 5 de fevereiro de 2020, que regulamenta a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente. ",2020-02-06T16:07:00Z,camara,camara,Rodrigo Agostinho,SP,PSB,Ordinária,Plenário,NA,NA,04c04c3ee0b61e9f7a4564025c3f0b85,Ativa
2236761,PDL,28,"Susta os efeitos do Decreto nº 10.224, de 2020, regulamenta a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente. ",2020-02-06T11:14:00Z,camara,camara,Jandira Feghali,RJ,PCdoB,Ordinária,Plenário,NA,NA,28a9ff8ecab1eed465c1d2355925ece4,Ativa
2259673,PDL,359,"Susta os efeitos do Decreto nº 10.142, de 28 de novembro de 2019, que institui a Comissão Executiva para Controle do Desmatamento Ilegal e Recuperação da Vegetação Nativa. ",2020-08-06T10:10:00Z,camara,camara,José Guimarães,CE,PT,Indefinido,Indefinido,NA,NA,529f5b79017039276e19442b56fb302d,Ativa
2259680,PDL,360,"“Susta a Portaria 341, de 30 de julho de 2020 – do Ministério do Meio Ambiente - que “Aprova o Regimento Interno da Comissão Executiva para Controle do Desmatamento Ilegal e Recuperação da Vegetação Nativa - CONAVEG, instituída pelo Decreto nº 10.142, de 28 de novembro de 2019 e parcialmente os efeitos do Decreto nº 10.142, de 28 de novembro de 2019, que “institui a Comissão Executiva para Controle do Desmatamento Ilegal e Recuperação da Vegetação Nativa.” ",2020-08-06T11:31:00Z,camara,camara,Nereu Crispim,RS,PSL,Indefinido,Indefinido,NA,NA,91221c629c992a78527e99ad35f6f06b,Ativa
2259684,PDL,361,"Sustam os efeitos da Resolução CPPI nº 126, de 10 de junho de 2020, Publicado no Diário Oficial da União em 04/08/2020 que “Opina pela criação e qualificação da Política de Apoio ao Licenciamento Ambiental de Projetos de Investimentos para a Produção de Minerais Estratégicos - ""Pró-Minerais Estratégicos"", no âmbito do Programa de Parcerias de Investimentos - PPI.” ",2020-08-06T13:16:00Z,camara,camara,Airton Faleiro+Célio Moura+Frei Anastacio Ribeiro+João Daniel+Marcon+Nilto Tatto+Patrus Ananias+Valmir Assunção,PA+TO+PB+SE+RS+SP+MG+BA,PT+PT+PT+PT+PT+PT+PT+PT,Indefinido,Indefinido,NA,NA,01c3291306586541b3164eaede8d2af1,Ativa
2266316,PDL,528,"Susta os efeitos da Portaria Conjunta nº 1, de 02 de dezembro de 2020, que institui o Programa Titula Brasil e dispõe sobre seus objetivos e formas de implementação. ",2020-12-08T11:58:00Z,camara,camara,Áurea Carolina+David Miranda+Edmilson Rodrigues+Fernanda Melchionna+Glauber Braga+Ivan Valente+Luiza Erundina+Marcelo Freixo+Sâmia Bomfim+Talíria Petrone,MG+RJ+PA+RS+RJ+SP+SP+RJ+SP+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Indefinido,Indefinido,NA,NA,40f6bd930b777bfe979231fc48dded07,Ativa
2266284,PDL,526,"Sustam a Portaria Conjunta nº 1, de 2 de dezembro de 2020, e a Portaria n.º 26, de 4 de dezembro de 2020. ",2020-12-08T01:26:00Z,camara,camara,Rodrigo Agostinho,SP,PSB,Indefinido,Indefinido,NA,NA,de1feaba6ef76577fb80a7cbc7aa452f,Ativa
2236893,PDL,33,"Susta, nos termos do art. 49, V, da Constituição Federal, a aplicacão do Decreto nº 10.224, de 5 de fevereiro de 2020, que regulamenta a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente. ",2020-02-11T12:04:00Z,camara,camara,Tabata Amaral,SP,PDT,Ordinária,Plenário,NA,NA,7e43c009872e194c5b1221e32cc4aa20,Ativa
2236958,PDL,41,"Susta o Decreto 10.224, de 5 de fevereiro de 2020, que regulamenta a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente. ",2020-02-11T17:51:00Z,camara,camara,Célio Studart,CE,PV,Ordinária,Plenário,NA,NA,01ea98edfa16ee97ada6ca6056a75f0a,Ativa
2236932,PDL,39,"Susta os efeitos do Decreto n.º 10.224, de 5 de fevereiro de 2020, que esvazia a participação da sociedade civil no Fundo Nacional do Meio Ambiente (FNMA) ",2020-02-11T16:59:00Z,camara,camara,Fernanda Melchionna,RS,PSOL,Ordinária,Plenário,NA,NA,7c60c15853aef3104b97293007c5d07e,Ativa
2252113,PDL,206,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, os efeitos do parágrafo único do art. 4º do Decreto nº 10.341 de 06 de maio de 2020, que “autoriza o emprego das Forças Armadas na Garantia da Lei e da Ordem e em ações subsidiárias na faixa de fronteira, nas terras indígenas, nas unidades federais de conservação ambiental e em outras áreas federais nos Estados da Amazônia Legal”. ",2020-05-11T17:46:00Z,camara,camara,Tabata Amaral,SP,PDT,Ordinária,Plenário,NA,NA,c3d2c81ea769ce4bdb8486ede6fdb663,Ativa
2252052,PDL,202,"Torna-se sem efeitos a Portaria nº 294, de 30 de abril de 2020, da Agência Nacional de Mineração, que “dispõe sobre a delegação de competência da Diretoria Colegiada ao Superintendente de Pesquisa e Recursos Minerais, ao Superintendente de Produção Mineral e ao Superintendente de Regulação e Governança Regulatória da Agência Nacional de Mineração -ANM, e dá outras providências”. ",2020-05-11T11:44:00Z,camara,camara,Greyce Elias,MG,AVANTE,Ordinária,Plenário,NA,NA,529c280eae5cf7593df4bb05f40ca70d,Ativa
2259826,PDL,366,"""Susta o Decreto nº 10.451/2020."" ",2020-08-11T15:33:00Z,camara,camara,Alessandro Molon,RJ,PSB,Indefinido,Indefinido,NA,NA,ba0b849ce32b284a0a66635f6e9000c4,Ativa
2262788,PDL,398,"Susta a Resolução nº 126, de 10 de junho de 2020, do Conselho do Programa de Parcerias de Investimentos (CPPI), que trata da criação da Política de Apoio ao Licenciamento Ambiental de Projetos de Investimentos para a Produção de Minerais Estratégicos - ""Pró-Minerais Estratégicos"". ",2020-09-11T11:23:00Z,camara,camara,Alessandro Molon,RJ,PSB,Indefinido,Indefinido,NA,NA,beb2f62ea67cd377a8f4cdb343d5377c,Ativa
2237205,PDL,48,"Susta a aplicação do artigo 4º do Decreto 10.239, de 12 de fevereiro de 2020, que dispõe sobre o Conselho Nacional da Amazônia Legal. ",2020-02-12T20:33:00Z,camara,camara,Célio Studart,CE,PV,Ordinária,Plenário,NA,NA,a4a3f5be1fb8872820020a9167fe20a1,Ativa
2252159,PDL,208,"""Susta efeitos do Decreto 10.341, que Autoriza o emprego das Forças Armadas na Garantia da Lei e da Ordem e em ações subsidiárias na faixa de fronteira, nas terras indígenas, nas unidades federais de conservação ambiental e em outras áreas federais nos Estados da Amazônia Legal."" ",2020-05-12T09:00:00Z,camara,camara,Alessandro Molon,RJ,PSB,Ordinária,Plenário,NA,NA,3c18b2407ec13aa8c0ff4290506b5822,Ativa
2256399,PDL,310,"Susta a aplicação da Resolução - RDC nº 177, de 21 de setembro de 2017, da Agência Nacional de Vigilância Sanitária - ANVISA. ",2020-06-30T09:12:00Z,camara,camara,Luiz Nishimori,PR,PL,Ordinária,Plenário,NA,NA,e4aad2327720ccbf7c8250365a1b16ff,Ativa
2237358,PDL,51,"Susta, nos termos do art. 49, V, da Constituição  Federal, o Decreto nº 10.239, de 11 de fevereiro de 2020, que dispõe sobre o Conselho Nacional da Amazônia - CONAMAZ. ",2020-02-13T15:40:00Z,camara,camara,Airton Faleiro+José Ricardo,PA+AM,PT+PT,Ordinária,Plenário,NA,NA,69ce86e60371e2a75e38223f04517519,Ativa
2260423,PDL,370,"Susta os efeitos da RESOLUÇÃO Nº 494, DE 11 DE AGOSTO DE 2020 - Estabelece, em caráter excepcional e temporário, nos casos de licenciamento ambiental, a possibilidade de realização de audiência pública de forma remota, por meio da Rede Mundial de Computadores, durante o período da pandemia do Novo Coronavírus (COVID-19). ",2020-08-13T10:06:00Z,camara,camara,Afonso Florence+Alencar Santana Braga+Alexandre Padilha+Beto Faro+Carlos Veras+Célio Moura+Enio Verri+Erika Kokay+Frei Anastacio Ribeiro+Gleisi Hoffmann+Helder Salomão+João Daniel+José Guimarães+Leonardo Monteiro+Marcon+Maria do Rosário+Nilto Tatto+Padre João+Patrus Ananias+Paulo Teixeira+Pedro Uczai+Professora Rosa Neide+Rogério Correia+Valmir Assunção+Vander Loubet+Vicentinho+Zé Carlos,BA+SP+SP+PA+PE+TO+PR+DF+PB+PR+ES+SE+CE+MG+RS+RS+SP+MG+MG+SP+SC+MT+MG+BA+MS+SP+MA,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Indefinido,Indefinido,NA,NA,448ddc5d46e9a57f145b1e647e855a8b,Ativa
2202983,PDL,260,"Susta a aplicação do Decreto n° 9.784, de 07 de maio de 2019"", que ""Declara a revogação, para fins do disposto no art. 16 da Lei Complementar nº 95, de 26 de fevereiro de 1998, e no art. 9º do Decreto nº 9.759, de 11 de abril de 2019, de decretos normativos"". ",2019-05-14T09:50:00Z,camara,camara,Airton Faleiro,PA,PT,Ordinária,Plenário,NA,NA,4c8eea5dbb0232a3b28c1cfc4464ffc5,Ativa
2252799,PDL,225,"Susta os efeitos do Decreto nº 10.347, de 13 de maio de 2020, da Presidência da República, que dispõe sobre as competências para a concessão de florestas públicas, em âmbito federal. ",2020-05-14T20:22:00Z,camara,camara,Áurea Carolina+David Miranda+Edmilson Rodrigues+Fernanda Melchionna+Glauber Braga+Ivan Valente+Luiza Erundina+Marcelo Freixo+Sâmia Bomfim+Talíria Petrone,MG+RJ+PA+RS+RJ+SP+SP+RJ+SP+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Ordinária,Plenário,NA,NA,356d73e720dbbf019086505f783b6769,Ativa
2252619,PDL,220,"Susta o Decreto nº 10.347, de 13 de maio de 2020. ",2020-05-14T11:14:00Z,camara,camara,Alessandro Molon+Aliel Machado+Bira do Pindaré+Camilo Capiberibe+Danilo Cabral+Denis Bezerra+Elias Vaz+Gervásio Maia+Gonzaga Patriota+Heitor Schuch+João H. Campos+Júlio Delgado+Lídice da Mata+Marcelo Nilo+Mauro Nazif+Rafael Motta+Rodrigo Agostinho+Tadeu Alencar+Ted Conti+Vilson da Fetaemg,RJ+PR+MA+AP+PE+CE+GO+PB+PE+RS+PE+MG+BA+BA+RO+RN+SP+PE+ES+MG,PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB+PSB,Ordinária,Plenário,NA,NA,9c4bb6cced1e36a645164df0f3b6b1f2,Ativa
2198142,PDL,130,"""Susta o Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações. "" ",2019-04-15T19:07:00Z,camara,camara,Nilto Tatto,SP,PT,Ordinária,Plenário,NA,NA,234f33c2f5d2cd76d8dec24b3572a36d,Ativa
2198168,PDL,133,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que ""Altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações"". ",2019-04-15T20:19:00Z,camara,camara,José Guimarães,CE,PT,Ordinária,Plenário,NA,NA,c7579353cc58eebc84297830213b2383,Ativa
2198087,PDL,124,"Susta os efeitos do Decreto nº 9.760, de 11 de abril de 2019, que altera o Decreto nº 6.514, de 22 de julho de 2008, que dispõe sobre as infrações e sanções administrativas ao meio ambiente e estabelece o processo administrativo federal para apuração destas infrações. ",2019-04-15T17:15:00Z,camara,camara,Áurea Carolina+Edmilson Rodrigues+Fernanda Melchionna+Glauber Braga+Ivan Valente+Luiza Erundina+Marcelo Freixo+Talíria Petrone,MG+PA+RS+RJ+SP+SP+RJ+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Ordinária,Plenário,NA,NA,3f7eab720eb21413985b71742fa82228,Ativa
2197974,PDL,117,"Susta, nos termos do art. 49, V, da Constituição, a aplicação do Decreto nº 9.760, de 11 de abril de 2019. ",2019-04-15T10:00:00Z,camara,camara,Helder Salomão,ES,PT,Ordinária,Plenário,NA,NA,2d4c562a3fdb14ef5b0fbd4e1718ab21,Ativa
2252883,PDL,228,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.347, de 13 de maio de 2020, da Presidência da República. ",2020-05-18T15:53:00Z,camara,camara,Enio Verri+João Daniel+Nilto Tatto,PR+SE+SP,PT+PT+PT,Ordinária,Plenário,NA,NA,330f394d2388250c763c3ab946fb4daf,Ativa
2237825,PDL,61,"Susta o Decreto nº 10.239, de 2020, que ""dispõe sobre o Conselho Nacional da Amazônia Legal"". ",2020-02-19T09:34:00Z,camara,camara,José Guimarães,CE,PT,Ordinária,Plenário,NA,NA,ca11450eb2f242734de96fc04388dac1,Ativa
2253313,PDL,235,"Susta os efeitos do Decreto no 10.347, de 13 de maio de 2020, da Presidência da República, que dispõe sobre as competências para a concessão de florestas públicas, em âmbito federal. ",2020-05-20T16:18:00Z,camara,camara,Joenia Wapichana,RR,REDE,Ordinária,Plenário,NA,NA,d51394bb3a19ddf90e0a97d5505dce33,Ativa
2203903,PDL,281,"Susta a aplicação dos dispositivos do Inciso XXVII, do Art. 1° e do Inciso XXXVI, do Artigo Único, do Decreto n° 9.784, de 07 de maio de 2019, revoga o Comitê Gestor do Plano de Desenvolvimento Regional Sustentável do Xingu. ",2019-05-21T09:54:00Z,camara,camara,Airton Faleiro,PA,PT,Ordinária,Plenário,NA,NA,ca0402c3cf999f747dfafae362de9141,Ativa
2241699,PDL,92,"Susta, nos termos do art. 49, V, da Constituição Federal, o art. 4º da Portaria nº 419/PRES/FUNAI de 17 de Março de 2020, que estabelece medidas temporárias de prevenção à infecção e propagação do novo Coronavírus (COVID-19) no âmbito da FUNAI. ",2020-03-23T10:35:00Z,camara,camara,Airton Faleiro+José Ricardo,PA+AM,PT+PT,Indefinido,Plenário,NA,NA,287f4852b0ce051c6783429ed4060dd8,Ativa
